ID|Nationality|Age|LeadTime|LodgingRevenue|OtherRevenue|Channel
9852|ITA|41.0|141|569.75|284.5|Agent
9856|FRA|49.0|151|434.8|68.5|Agent
9857|GBR|31.0|116|482.2|84.0|Agent
9858|GBR|47.0|21|695.0|44.0|Agent
9861|DEU|47.0|10|649.7|97.0|Direct
9863|GBR|48.0|179|315.8|84.0|Agent
9864|GBR|45.0|157|391.0|10.5|Agent
9866|PRT|45.0|108|467.2|206.5|Agent
9868|ESP|49.0|162|448.2|91.0|Agent
9869|ESP|46.0|151|1345.05|245.7|Agent
9870|ESP|33.0|157|306.9|69.0|Agent
9873|PRT|43.0|1|104.27|14.0|Agent
9875|FRA|41.0|27|278.0|50.0|Agent
9876|PRT|32.0|96|414.0|8.0|Agent
9878|PRT|40.0|13|213.0|22.0|Agent
9881|GBR|35.0|167|323.0|24.0|Agent
9884|FRA|38.0|166|315.8|82.0|Agent
9886|ESP|37.0|158|386.1|80.0|Agent
9887|GBR|51.0|128|257.4|50.5|Agent
9888|DEU|51.0|39|274.8|75.5|Agent
9889|FRA|48.0|142|535.0|90.0|Agent
9890|PRT|23.0|144|318.75|62.6|Agent
9892|PRT|42.0|3|186.0|53.0|Direct
9893|DEU|53.0|102|115.5|18.0|Agent
9895|FRA|51.0|0|686.0|125.5|Agent
9898|PRT|30.0|80|517.65|187.75|Agent
9899|PRT|52.0|131|127.5|21.0|Agent
9900|GBR|39.0|151|543.5|123.5|Agent
9901|FRA|48.0|4|417.0|6.0|Agent
9904|FRA|49.0|115|428.75|85.0|Direct
9907|PRT|57.0|12|108.0|90.5|Agent
9910|ITA|74.0|177|108.0|88.0|Agent
9912|GBR|48.0|129|450.08|98.0|Agent
9913|PRT|59.0|177|108.0|93.0|Agent
9915|PRT|72.0|177|108.0|244.0|Agent
9921|GBR|24.0|100|494.15|15.0|Agent
9923|DEU|33.0|80|389.7|68.0|Agent
9924|DEU|35.0|105|409.2|78.0|Agent
9930|ESP|21.0|110|482.2|120.0|Agent
9931|DEU|61.0|103|391.0|40.0|Agent
9934|GBR|59.0|180|73.5|18.0|Direct
9936|GBR|33.0|137|479.75|70.0|Agent
9946|GBR|37.0|177|481.25|158.7|Direct
9947|GBR|67.0|0|407.0|6.0|Agent
9948|GBR|32.0|74|310.5|50.0|Agent
9952|GBR|62.0|142|658.75|19.0|Agent
9957|PRT|32.0|2|556.0|232.5|Agent
9963|PRT|58.0|10|104.0|46.5|Agent
9967|DEU|48.0|148|1275.0|844.5|Agent
9969|DEU|26.0|150|252.45|47.25|Agent
9970|PRT|36.0|0|127.0|116.0|Direct
9973|PRT|50.0|98|274.5|52.0|Direct
9977|PRT|58.0|141|517.65|73.5|Agent
9979|GBR|36.0|0|206.36|37.0|Agent
9981|DEU|57.0|94|514.8|84.0|Agent
9982|GBR|20.0|127|613.8|76.0|Agent
9983|FRA|59.0|128|318.75|97.5|Agent
9984|PRT|30.0|3|260.0|14.0|Direct
9987|PRT|42.0|4|139.0|27.5|Agent
9989|GBR|37.0|98|621.0|34.5|Agent
9990|GBR|34.0|165|576.25|243.0|Agent
9991|ITA|58.0|28|525.8|56.0|Agent
9992|GBR|40.0|166|394.75|92.0|Agent
9993|FRA|18.0|70|549.0|111.0|Direct
9994|FRA|50.0|70|183.0|28.0|Direct
9995|ESP|49.0|193|292.08|199.24|Agent
9996|GBR|37.0|165|501.5|39.0|Agent
9997|ESP|52.0|99|310.5|24.0|Agent
9998|GBR|38.0|155|514.5|459.88|Direct
10001|GBR|59.0|39|247.8|72.5|Agent
10002|FRA|64.0|154|543.5|196.5|Agent
10007|ESP|59.0|1|666.0|120.0|Agent
10010|PRT|29.0|102|255.0|42.0|Agent
10012|PRT|56.0|119|591.6|798.0|Agent
10013|GBR|22.0|60|127.5|21.0|Agent
10018|ESP|43.0|22|225.0|192.0|Agent
10019|PRT|27.0|1|87.82|2.0|Agent
10022|GBR|20.0|127|613.8|84.0|Agent
10023|FRA|42.0|120|1398.0|285.0|Direct
10024|FRA|47.0|120|1264.84|244.0|Direct
10025|FRA|46.0|112|318.75|102.5|Agent
10027|DEU|42.0|128|480.25|35.0|Agent
10028|DEU|51.0|133|222.0|36.0|Agent
10037|GBR|34.0|158|491.3|261.0|Agent
10040|FRA|28.0|6|73.0|7.0|Corporate
10042|FRA|35.0|7|397.0|35.0|Corporate
10043|DEU|18.0|117|594.25|210.5|Agent
10045|ESP|59.0|51|509.4|120.0|Agent
10047|FRA|55.0|89|144.84|4.0|Agent
10048|FRA|69.0|2|139.0|14.0|Agent
10049|FRA|64.0|147|198.0|24.5|Agent
10052|DEU|61.0|6|320.0|130.5|Agent
10053|PRT|46.0|53|301.5|30.0|Agent
10056|FRA|28.0|35|212.3|52.0|Direct
10058|ESP|24.0|13|438.0|42.0|Corporate
10059|ESP|54.0|6|527.0|51.0|Corporate
10065|DEU|45.0|1|308.0|46.0|Agent
10072|GBR|23.0|82|221.1|116.0|Agent
10077|GBR|23.0|154|297.9|65.0|Agent
10080|GBR|53.0|154|1015.2|126.0|Agent
10081|DEU|54.0|117|1296.75|510.0|Agent
10082|GBR|47.0|55|551.28|105.0|Direct
10088|FRA|50.0|103|280.02|54.0|Agent
10090|PRT|55.0|113|465.2|168.5|Agent
10092|PRT|67.0|3|336.45|21.0|Corporate
10095|FRA|50.0|145|350.0|28.0|Direct
10096|GBR|50.0|86|336.6|81.0|Agent
10102|FRA|49.0|3|308.0|71.5|Agent
10104|PRT|43.0|97|639.0|102.0|Agent
10106|FRA|38.0|93|213.0|35.0|Agent
10107|ITA|24.0|65|768.6|151.0|Agent
10108|PRT|56.0|143|69.08|18.0|Agent
10109|PRT|19.0|143|94.03|15.0|Agent
10110|ESP|42.0|101|191.25|194.0|Agent
10112|ESP|39.0|64|127.5|49.0|Agent
10113|PRT|49.0|102|295.8|45.5|Agent
10114|FRA|64.0|93|567.0|132.0|Agent
10117|PRT|50.0|283|286.9|77.0|Agent
10121|ESP|47.0|90|882.9|207.0|Agent
10122|FRA|51.0|75|396.0|82.25|Agent
10123|PRT|27.0|143|186.6|46.0|Agent
10125|DEU|31.0|110|288.9|42.0|Agent
10128|GBR|61.0|9|731.15|309.5|Direct
10131|FRA|24.0|18|295.38|42.0|Agent
10133|DEU|41.0|43|274.8|30.5|Agent
10134|GBR|30.0|66|191.25|67.5|Agent
10135|DEU|28.0|0|174.8|111.3|Agent
10136|PRT|55.0|152|489.2|58.5|Agent
10138|ESP|50.0|141|533.8|280.7|Agent
10141|ITA|50.0|89|1160.1|191.0|Agent
10142|GBR|53.0|239|190.0|28.0|Agent
10147|ITA|81.0|113|319.5|63.0|Agent
10148|PRT|57.0|100|273.09|70.0|Agent
10153|GBR|51.0|132|358.3|56.0|Agent
10158|ITA|50.0|113|958.5|189.0|Agent
10166|DEU|58.0|112|239.4|45.5|Agent
10167|PRT|55.0|2|276.0|36.0|Corporate
10169|GBR|35.0|175|168.6|28.0|Agent
10171|DEU|29.0|109|637.5|426.0|Agent
10173|FRA|55.0|151|358.3|211.0|Agent
10174|GBR|45.0|154|585.9|148.0|Direct
10175|DEU|25.0|86|626.4|250.2|Agent
10178|PRT|19.0|98|1278.6|446.4|Agent
10179|GBR|30.0|90|283.1|86.0|Agent
10180|PRT|40.0|98|426.2|148.8|Agent
10184|GBR|20.0|109|382.2|74.0|Agent
10187|GBR|20.0|133|1077.3|196.5|Agent
10193|FRA|46.0|150|412.9|67.0|Direct
10196|FRA|60.0|138|312.9|145.6|Agent
10199|PRT|52.0|184|561.0|135.0|Agent
10205|GBR|48.0|131|475.75|78.5|Agent
10206|FRA|53.0|149|349.8|84.0|Agent
10207|FRA|63.0|78|373.2|145.0|Agent
10208|DEU|36.0|74|463.5|84.0|Direct
10211|ESP|64.0|90|211.71|153.54|Agent
10215|FRA|41.0|58|155.7|101.0|Direct
10217|ESP|59.0|16|278.0|46.0|Agent
10218|FRA|52.0|96|620.4|223.2|Agent
10219|GBR|59.0|116|239.4|86.0|Agent
10220|ESP|65.0|119|165.57|241.68|Agent
10221|FRA|45.0|95|319.5|172.5|Agent
10222|FRA|37.0|87|1142.1|352.5|Agent
10225|GBR|56.0|120|319.5|135.0|Agent
10226|FRA|42.0|151|93.3|18.0|Agent
10227|FRA|46.0|151|93.3|14.0|Agent
10228|DEU|20.0|107|359.1|95.0|Agent
10231|ESP|52.0|24|1164.3|265.5|Agent
10232|ITA|26.0|107|680.1|241.0|Agent
10233|FRA|22.0|92|311.4|238.5|Agent
10243|GBR|62.0|106|510.0|227.0|Agent
10244|GBR|59.0|106|510.0|110.0|Agent
10245|GBR|63.0|106|510.0|82.0|Agent
10247|FRA|30.0|9|511.8|42.0|Agent
10249|FRA|55.0|9|529.8|166.0|Agent
10255|FRA|38.0|111|191.25|36.5|Agent
10257|FRA|19.0|134|934.2|183.0|Agent
10259|FRA|64.0|119|318.6|213.0|Agent
10261|FRA|47.0|186|394.75|89.0|Agent
10262|FRA|58.0|163|168.0|67.0|Agent
10264|FRA|55.0|71|270.24|226.0|Agent
10266|FRA|33.0|261|271.6|56.0|Direct
10268|FRA|45.0|85|855.9|303.0|Agent
10269|GBR|53.0|257|78.5|14.0|Direct
10271|FRA|36.0|14|154.0|54.5|Agent
10275|GBR|56.0|133|255.0|166.0|Agent
10276|FRA|63.0|80|748.1|295.9|Agent
10279|PRT|30.0|132|191.25|31.5|Agent
10280|DEU|50.0|65|382.5|135.0|Direct
10281|PRT|61.0|83|154.0|12.0|Agent
10282|FRA|47.0|116|398.25|180.0|Agent
10284|FRA|54.0|120|307.5|117.0|Direct
10289|DEU|50.0|74|478.8|107.0|Agent
10290|FRA|34.0|162|168.0|42.0|Agent
10291|GBR|58.0|133|255.0|42.0|Agent
10292|PRT|62.0|127|252.45|54.75|Agent
10293|ESP|22.0|141|283.5|33.0|Agent
10294|FRA|47.0|162|168.0|122.5|Agent
10295|FRA|36.0|162|168.0|118.0|Agent
10296|ESP|59.0|139|119.7|21.0|Agent
10297|FRA|38.0|180|315.8|113.5|Agent
10298|GBR|31.0|37|495.6|56.0|Agent
10299|FRA|53.0|86|359.1|96.0|Agent
10301|FRA|45.0|94|309.0|68.0|Direct
10303|FRA|66.0|31|755.05|280.0|Direct
10306|ESP|44.0|84|639.0|246.0|Agent
10308|FRA|36.0|5|417.0|55.5|Agent
10309|FRA|50.0|106|292.08|71.74|Agent
10310|GBR|55.0|125|446.25|16.0|Agent
10312|PRT|48.0|177|220.5|74.5|Direct
10313|FRA|49.0|5|328.29|53.0|Agent
10314|GBR|49.0|257|235.5|39.0|Direct
10318|FRA|51.0|107|1251.6|446.4|Agent
10319|GBR|44.0|86|374.12|53.5|Agent
10321|FRA|31.0|155|168.0|125.0|Agent
10323|ESP|59.0|125|247.5|42.0|Direct
10325|FRA|47.0|163|168.0|49.5|Agent
10328|ESP|46.0|84|213.0|36.0|Agent
10329|FRA|55.0|5|556.0|48.0|Agent
10331|FRA|50.0|88|593.4|143.0|Agent
10332|FRA|20.0|85|397.4|75.5|Agent
10333|FRA|41.0|85|397.4|99.0|Agent
10335|DEU|32.0|7|278.0|28.0|Agent
10337|GBR|31.0|113|255.0|58.0|Agent
10338|FRA|64.0|240|394.75|282.5|Agent
10339|PRT|62.0|184|324.0|269.5|Agent
10341|ITA|66.0|184|324.0|256.0|Agent
10342|PRT|60.0|1|255.0|28.0|Direct
10344|ITA|68.0|184|324.0|256.0|Agent
10345|ITA|72.0|184|324.0|268.5|Agent
10346|ITA|64.0|184|324.0|268.0|Agent
10347|PRT|50.0|91|221.85|31.5|Agent
10348|ITA|38.0|184|324.0|256.0|Agent
10351|DEU|52.0|70|590.52|84.0|Agent
10352|ITA|52.0|141|718.2|114.0|Agent
10354|ITA|57.0|141|718.2|114.0|Agent
10356|FRA|49.0|154|280.0|70.0|Agent
10357|ITA|57.0|141|227.4|58.0|Agent
10358|FRA|45.0|83|373.2|56.0|Agent
10359|ESP|56.0|118|808.25|223.0|Agent
10360|DEU|51.0|161|252.45|99.25|Agent
10361|FRA|51.0|49|150.3|21.0|Agent
10363|FRA|32.0|20|139.0|16.0|Agent
10367|DEU|49.0|142|318.75|130.0|Agent
10368|DEU|51.0|141|318.75|127.0|Agent
10369|ESP|55.0|81|962.4|551.1|Agent
10370|FRA|45.0|89|119.7|39.5|Agent
10371|ITA|49.0|155|239.4|102.0|Agent
10376|GBR|36.0|99|359.1|92.6|Agent
10381|ESP|52.0|86|478.8|84.0|Agent
10382|DEU|46.0|138|239.4|45.0|Agent
10383|FRA|45.0|156|587.6|143.0|Agent
10384|ITA|58.0|184|324.0|256.0|Agent
10385|FRA|39.0|122|318.0|370.0|Agent
10386|GBR|28.0|106|318.75|118.5|Agent
10390|FRA|31.0|157|112.0|28.0|Agent
10391|FRA|34.0|105|320.4|74.5|Agent
10394|GBR|37.0|146|318.75|123.0|Agent
10397|FRA|39.0|96|207.24|40.5|Agent
10398|GBR|34.0|248|451.5|114.0|Direct
10399|GBR|35.0|248|156.5|28.0|Direct
10401|DEU|43.0|85|93.3|30.0|Agent
10403|GBR|30.0|93|499.8|37.6|Agent
10406|GBR|70.0|113|255.0|46.5|Agent
10408|FRA|41.0|130|238.68|81.0|Agent
10410|GBR|44.0|278|248.85|325.0|Agent
10413|ESP|31.0|8|278.0|49.0|Agent
10417|ESP|44.0|95|297.84|32.4|Agent
10419|GBR|43.0|165|477.9|139.5|Agent
10421|GBR|36.0|96|330.0|73.5|Direct
10422|ESP|38.0|66|69.3|1.0|Agent
10429|DEU|45.0|188|450.9|78.0|Agent
10430|GBR|50.0|141|577.92|222.56|Agent
10437|FRA|42.0|132|598.5|103.0|Agent
10438|PRT|41.0|0|133.0|7.0|Corporate
10442|FRA|57.0|109|267.3|920.2|Agent
10444|DEU|25.0|112|165.0|120.5|Agent
10445|DEU|25.0|160|270.9|42.0|Agent
10446|DEU|62.0|87|573.75|90.5|Agent
10453|FRA|53.0|32|146.0|222.5|Agent
10454|FRA|50.0|32|146.0|68.0|Agent
10456|FRA|76.0|32|146.0|68.0|Agent
10457|FRA|67.0|32|146.0|68.0|Agent
10458|FRA|49.0|32|138.0|36.5|Agent
10459|FRA|48.0|32|204.0|102.0|Agent
10461|GBR|62.0|143|321.6|203.5|Agent
10462|FRA|53.0|168|147.9|45.0|Agent
10463|FRA|44.0|100|718.2|342.0|Agent
10464|FRA|32.0|101|612.25|86.0|Direct
10465|FRA|59.0|32|138.0|34.0|Agent
10470|PRT|66.0|146|349.8|198.0|Agent
10471|PRT|80.0|63|559.8|138.0|Agent
10472|PRT|53.0|63|239.4|177.0|Agent
10476|FRA|35.0|62|279.9|120.0|Agent
10477|ITA|63.0|104|93.3|79.0|Agent
10482|FRA|44.0|141|279.9|42.0|Agent
10484|PRT|48.0|4|118.0|14.0|Corporate
10489|GBR|65.0|41|359.1|146.5|Agent
10490|DEU|56.0|121|319.5|54.0|Agent
10492|FRA|49.0|37|1517.1|177.0|Direct
10495|DEU|31.0|155|359.1|70.0|Agent
10498|PRT|28.0|0|127.0|23.0|Direct
10500|DEU|32.0|165|230.4|60.0|Agent
10502|GBR|36.0|161|348.5|106.5|Agent
10503|GBR|69.0|161|1045.5|286.0|Agent
10504|FRA|26.0|17|225.0|8.5|Agent
10505|FRA|74.0|100|239.4|225.0|Agent
10513|GBR|43.0|88|757.35|294.75|Agent
10516|DEU|54.0|168|302.4|42.0|Agent
10519|GBR|47.0|89|255.0|39.0|Agent
10520|GBR|78.0|89|255.0|42.0|Agent
10521|GBR|32.0|88|1009.8|184.5|Agent
10523|GBR|30.0|187|186.6|28.0|Agent
10525|ESP|45.0|14|90.0|37.0|Agent
10526|GBR|72.0|9|1038.0|298.5|Agent
10527|FRA|23.0|124|448.2|89.0|Agent
10528|FRA|21.0|124|1049.4|238.5|Agent
10529|ITA|40.0|0|73.0|9.0|Corporate
10533|GBR|50.0|12|269.05|25.0|Agent
10534|ESP|38.0|51|335.7|91.5|Agent
10535|ESP|49.0|81|319.5|78.0|Agent
10541|PRT|55.0|177|213.09|27.0|Agent
10542|PRT|32.0|177|195.09|42.0|Agent
10552|DEU|78.0|172|221.4|42.0|Agent
10554|FRA|49.0|79|239.4|51.0|Agent
10556|ESP|43.0|8|99.0|7.0|Agent
10558|DEU|71.0|124|589.05|539.75|Agent
10561|ESP|33.0|41|233.8|98.4|Agent
10562|ESP|61.0|38|264.6|88.4|Agent
10563|ESP|58.0|186|252.9|69.0|Agent
10565|ESP|44.0|1|78.0|46.3|Agent
10567|ESP|50.0|91|408.6|194.4|Agent
10574|PRT|40.0|1|97.0|70.0|Direct
10579|ESP|68.0|12|412.0|47.0|Agent
10583|FRA|49.0|1|99.0|15.0|Agent
10586|GBR|61.0|117|559.8|84.0|Agent
10593|GBR|62.0|12|175.56|4.0|Agent
10594|FRA|25.0|1|99.0|166.0|Agent
10595|PRT|37.0|117|186.6|28.5|Agent
10596|PRT|37.0|1|99.0|14.0|Agent
10599|ESP|59.0|92|330.0|172.0|Agent
10601|ESP|40.0|19|357.0|108.0|Agent
10607|DEU|32.0|189|343.75|91.0|Direct
10609|ITA|30.0|157|436.4|389.86|Agent
10612|PRT|46.0|13|178.0|14.0|Corporate
10613|ESP|62.0|42|459.6|92.0|Agent
10615|FRA|35.0|62|283.1|28.0|Agent
10616|ESP|52.0|12|467.5|164.0|Agent
10618|PRT|55.0|2|129.0|52.5|Corporate
10619|FRA|54.0|9|322.0|120.0|Agent
10620|PRT|51.0|3|59.0|8.0|Corporate
10623|GBR|54.0|3|75.0|12.0|Agent
10626|DEU|50.0|11|169.0|29.0|Agent
10631|ESP|55.0|4|807.84|144.0|Agent
10638|FRA|42.0|90|328.5|51.0|Agent
10639|PRT|40.0|91|222.0|36.0|Agent
10641|DEU|45.0|0|568.4|77.2|Direct
10642|FRA|50.0|140|409.3|72.0|Agent
10643|ESP|63.0|78|475.5|70.0|Agent
10645|FRA|20.0|29|1424.1|162.0|Agent
10649|FRA|72.0|29|530.2|433.5|Agent
10650|GBR|62.0|189|437.25|70.0|Agent
10651|GBR|36.0|178|400.0|204.5|Agent
10652|GBR|62.0|189|1311.75|190.0|Agent
10653|GBR|62.0|189|1311.75|253.5|Agent
10654|DEU|51.0|177|261.9|85.5|Agent
10655|DEU|57.0|2|366.0|42.0|Agent
10658|GBR|49.0|47|715.5|114.0|Agent
10659|FRA|56.0|1|139.0|2.0|Agent
10662|FRA|27.0|72|504.9|94.5|Agent
10663|DEU|-10.0|292|126.0|113.0|Agent
10665|DEU|30.0|292|126.0|112.0|Agent
10666|DEU|77.0|292|126.0|116.0|Agent
10667|DEU|76.0|292|128.0|58.0|Agent
10668|DEU|70.0|292|128.0|58.0|Agent
10669|DEU|80.0|292|126.0|116.0|Agent
10670|DEU|77.0|292|128.0|63.0|Agent
10671|DEU|80.0|292|126.0|125.5|Agent
10672|DEU|70.0|292|126.0|116.0|Agent
10673|DEU|76.0|292|126.0|116.0|Agent
10674|DEU|82.0|292|126.0|123.5|Agent
10675|DEU|68.0|292|126.0|116.0|Agent
10679|DEU|74.0|292|126.0|116.0|Agent
10680|DEU|74.0|292|126.0|122.5|Agent
10681|DEU|75.0|292|126.0|116.0|Agent
10682|DEU|75.0|292|126.0|121.0|Agent
10683|DEU|70.0|292|126.0|116.0|Agent
10684|DEU|70.0|292|126.0|128.0|Agent
10685|DEU|65.0|292|126.0|116.0|Agent
10686|DEU|66.0|292|126.0|122.0|Agent
10687|DEU|70.0|292|126.0|137.5|Agent
10688|DEU|82.0|292|128.0|60.5|Agent
10690|DEU|67.0|292|128.0|65.0|Agent
10691|PRT|21.0|14|186.0|28.0|Corporate
10695|DEU|-10.0|292|128.0|57.5|Agent
10696|DEU|83.0|292|126.0|132.0|Agent
10697|DEU|87.0|292|128.0|58.0|Agent
10700|DEU|76.0|292|126.0|116.0|Agent
10701|DEU|79.0|292|126.0|116.0|Agent
10702|DEU|70.0|292|126.0|116.0|Agent
10703|DEU|76.0|292|126.0|116.0|Agent
10704|PRT|34.0|156|271.84|115.8|Agent
10705|DEU|79.0|292|126.0|116.0|Agent
10707|DEU|84.0|292|126.0|116.0|Agent
10708|PRT|77.0|292|126.0|116.0|Agent
10710|DEU|71.0|292|126.0|116.0|Agent
10712|ESP|36.0|89|842.6|289.4|Agent
10713|DEU|61.0|292|126.0|124.0|Agent
10714|DEU|85.0|292|126.0|119.5|Agent
10715|PRT|37.0|14|186.0|28.0|Corporate
10716|DEU|87.0|292|126.0|140.0|Agent
10719|DEU|64.0|292|126.0|125.5|Agent
10720|DEU|72.0|292|126.0|118.5|Agent
10721|DEU|34.0|138|518.0|78.0|Agent
10722|PRT|45.0|14|186.0|39.5|Corporate
10723|DEU|71.0|292|128.0|58.0|Agent
10724|PRT|32.0|14|186.0|46.0|Corporate
10725|PRT|32.0|14|186.0|61.0|Corporate
10728|DEU|52.0|115|616.5|154.5|Agent
10729|DEU|76.0|292|126.0|116.0|Agent
10730|DEU|81.0|292|126.0|116.0|Agent
10731|DEU|77.0|292|126.0|116.0|Agent
10732|DEU|74.0|292|126.0|122.0|Agent
10733|DEU|85.0|292|128.0|58.0|Agent
10734|DEU|81.0|292|126.0|116.0|Agent
10735|PRT|73.0|292|128.0|60.5|Agent
10736|GBR|58.0|190|471.75|99.0|Direct
10737|DEU|70.0|292|126.0|124.5|Agent
10738|DEU|80.0|292|126.0|116.0|Agent
10739|DEU|75.0|292|126.0|116.0|Agent
10740|DEU|54.0|110|383.04|84.0|Agent
10741|ESP|48.0|22|426.0|66.0|Agent
10742|DEU|71.0|292|126.0|119.5|Agent
10743|DEU|79.0|292|126.0|116.0|Agent
10744|PRT|87.0|292|126.0|116.0|Agent
10745|PRT|86.0|292|126.0|116.0|Agent
10746|DEU|78.0|292|126.0|116.0|Agent
10747|DEU|66.0|292|126.0|146.0|Agent
10748|DEU|80.0|292|126.0|116.0|Agent
10749|DEU|83.0|292|126.0|116.0|Agent
10750|DEU|55.0|292|126.0|118.5|Agent
10751|DEU|75.0|292|126.0|116.0|Agent
10753|DEU|63.0|292|127.0|93.0|Agent
10754|DEU|88.0|292|128.0|58.0|Agent
10755|DEU|88.0|292|128.0|58.0|Agent
10756|PRT|-6.0|292|128.0|55.0|Agent
10757|GBR|20.0|170|1020.0|40.0|Agent
10759|PRT|40.0|14|186.0|28.0|Corporate
10761|FRA|47.0|83|93.3|17.5|Agent
10763|GBR|49.0|65|377.1|205.0|Agent
10767|FRA|60.0|187|171.0|233.0|Agent
10770|PRT|31.0|151|1137.5|201.0|Agent
10775|GBR|60.0|174|311.4|161.5|Agent
10777|FRA|49.0|83|119.7|31.0|Agent
10781|PRT|69.0|226|104.0|59.0|Agent
10787|GBR|44.0|5|213.0|212.59|Agent
10789|GBR|33.0|100|222.6|28.0|Agent
10790|FRA|57.0|126|119.7|30.0|Agent
10794|ESP|60.0|63|106.5|118.5|Agent
10796|GBR|56.0|52|150.3|21.0|Agent
10798|FRA|20.0|0|62.85|7.0|Agent
10799|FRA|53.0|149|56.85|23.0|Agent
10805|DEU|61.0|14|449.1|203.94|Agent
10806|DEU|47.0|259|149.7|66.5|Agent
10809|GBR|27.0|93|63.75|10.5|Agent
10815|FRA|45.0|85|973.8|142.0|Agent
10816|FRA|54.0|163|567.0|27.0|Agent
10818|FRA|38.0|153|195.6|31.0|Agent
10819|ITA|58.0|171|332.8|83.0|Agent
10823|DEU|56.0|129|249.97|55.99|Agent
10829|FRA|50.0|0|103.32|55.5|Agent
10830|ESP|44.0|17|594.5|71.0|Agent
10833|PRT|19.0|125|446.25|48.75|Agent
10837|ITA|32.0|104|445.2|69.5|Agent
10838|ITA|32.0|104|496.8|114.5|Agent
10842|ITA|32.0|104|445.2|63.5|Agent
10846|PRT|48.0|186|315.8|61.0|Agent
10854|FRA|55.0|172|341.1|225.0|Agent
10856|GBR|46.0|147|219.06|44.18|Agent
10858|ESP|41.0|102|486.9|89.0|Agent
10863|FRA|50.0|31|274.2|56.5|Agent
10868|FRA|51.0|126|692.85|355.84|Agent
10870|ESP|51.0|12|417.0|45.0|Agent
10873|DEU|54.0|134|1355.74|180.0|Agent
10874|FRA|29.0|144|186.6|28.0|Agent
10875|FRA|47.0|4|258.0|28.0|Agent
10877|PRT|65.0|94|445.2|118.5|Agent
10879|FRA|32.0|49|247.8|52.0|Agent
10881|DEU|44.0|62|240.5|126.5|Agent
10884|ITA|33.0|67|189.0|53.0|Agent
10885|DEU|35.0|3|119.0|39.0|Agent
10886|GBR|62.0|132|382.5|265.0|Agent
10892|PRT|43.0|0|238.0|23.7|Agent
10895|FRA|54.0|80|189.0|2.0|Agent
10897|DEU|33.0|165|437.25|129.5|Agent
10898|PRT|45.0|144|336.6|73.0|Agent
10905|FRA|35.0|127|94.5|24.5|Agent
10906|PRT|65.0|38|177.0|25.0|Corporate
10907|GBR|51.0|118|318.6|80.0|Agent
10908|GBR|52.0|186|336.6|81.0|Agent
10909|GBR|19.0|188|243.04|58.0|Agent
10910|FRA|45.0|136|189.0|54.0|Agent
10911|FRA|43.0|119|319.5|114.0|Agent
10913|DEU|53.0|42|300.6|48.0|Agent
10915|DEU|59.0|13|338.0|45.0|Agent
10919|DEU|55.0|60|119.7|21.0|Agent
10920|FRA|57.0|33|1125.9|85.5|Agent
10921|FRA|48.0|33|375.3|155.0|Agent
10922|GBR|63.0|178|293.4|87.5|Agent
10930|GBR|36.0|0|268.0|55.5|Agent
10932|PRT|50.0|111|573.75|90.5|Agent
10933|DEU|66.0|119|965.5|263.5|Agent
10935|GBR|42.0|71|191.25|31.5|Agent
10936|FRA|50.0|104|979.2|122.0|Agent
10938|FRA|59.0|177|569.65|509.5|Agent
10941|ITA|54.0|1|78.0|72.0|Corporate
10944|FRA|54.0|153|349.8|150.0|Agent
10947|PRT|21.0|1|78.0|7.0|Corporate
10950|PRT|34.0|0|156.0|17.0|Corporate
10953|PRT|50.0|67|69.0|27.0|Agent
10954|ESP|59.0|83|252.45|74.25|Agent
10955|DEU|55.0|47|468.9|168.5|Agent
10956|PRT|52.0|76|282.0|21.0|Agent
10959|GBR|55.0|167|127.5|21.0|Agent
10960|FRA|18.0|173|414.2|237.0|Agent
10963|PRT|50.0|74|255.0|78.0|Agent
10969|DEU|48.0|68|478.8|198.0|Agent
10971|GBR|22.0|167|127.5|39.0|Agent
10973|ITA|55.0|125|349.8|68.0|Agent
10975|DEU|49.0|68|319.5|54.0|Agent
10976|DEU|48.0|171|658.9|126.0|Agent
10977|DEU|32.0|171|658.9|98.0|Agent
10979|FRA|45.0|171|1146.0|272.0|Agent
10980|FRA|48.0|121|913.4|161.5|Agent
10984|PRT|50.0|5|780.1|138.8|Corporate
10988|PRT|62.0|4|790.0|108.0|Corporate
10990|DEU|56.0|153|239.4|96.0|Agent
10992|FRA|75.0|175|352.2|161.3|Agent
10996|GBR|34.0|89|359.1|73.0|Agent
10997|PRT|47.0|11|295.38|275.1|Agent
11002|PRT|44.0|115|165.0|28.0|Direct
11003|GBR|32.0|65|330.0|56.0|Direct
11004|FRA|54.0|173|202.5|196.5|Agent
11005|FRA|47.0|173|168.0|162.0|Agent
11008|PRT|58.0|126|195.09|66.0|Agent
11009|PRT|67.0|0|459.0|21.0|Direct
11011|PRT|67.0|0|747.0|56.0|Direct
11013|ESP|40.0|3|562.0|66.0|Direct
11014|PRT|45.0|86|239.4|60.0|Agent
11015|ESP|36.0|37|377.1|86.5|Direct
11017|FRA|58.0|62|367.92|116.0|Agent
11018|PRT|58.0|126|195.09|42.0|Agent
11019|PRT|58.0|126|248.19|63.0|Agent
11021|DEU|27.0|30|125.1|74.0|Agent
11025|ESP|46.0|83|279.3|78.0|Agent
11032|FRA|41.0|68|174.5|145.5|Direct
11035|PRT|55.0|1|132.0|31.0|Corporate
